,Num. Errors,Accuracy,AUROC,AUPRC,Bal. Accuracy,Time
"{'T': 16, 'gamma': 6.25, 'alpha': 0.01, 'beta0': 0.01, 'beta1': 1, 'beta2': 1}",546.20(1.92),50.16(0.18),nan(nan),nan(nan),50.07(0.18),0.29(0.00)
"{'T': 16, 'gamma': 6.25, 'alpha': 0.01, 'beta0': 1, 'beta1': 0.0001, 'beta2': 0.0001}",436.80(20.73),60.15(1.89),63.43(2.17),60.48(1.44),60.15(1.89),0.29(0.00)
"{'T': 16, 'gamma': 6.25, 'alpha': 0.01, 'beta0': 1, 'beta1': 0.0001, 'beta2': 0.01}",458.80(45.48),58.14(4.15),60.60(7.11),58.65(7.51),58.14(4.13),0.29(0.00)
"{'T': 16, 'gamma': 6.25, 'alpha': 0.01, 'beta0': 1, 'beta1': 0.0001, 'beta2': 1}",545.80(0.84),50.20(0.08),nan(nan),nan(nan),50.11(0.08),0.30(0.00)
"{'T': 16, 'gamma': 6.25, 'alpha': 0.01, 'beta0': 1, 'beta1': 0.01, 'beta2': 0.0001}",419.20(23.25),61.75(2.12),65.23(2.47),62.17(2.14),61.75(2.12),0.29(0.00)
"{'T': 16, 'gamma': 6.25, 'alpha': 0.01, 'beta0': 1, 'beta1': 0.01, 'beta2': 0.01}",472.20(38.93),56.92(3.55),58.99(6.31),57.17(6.24),56.91(3.53),0.29(0.00)
"{'T': 16, 'gamma': 6.25, 'alpha': 0.01, 'beta0': 1, 'beta1': 0.01, 'beta2': 1}",545.80(0.84),50.20(0.08),nan(nan),nan(nan),50.11(0.08),0.30(0.00)
"{'T': 16, 'gamma': 6.25, 'alpha': 0.01, 'beta0': 1, 'beta1': 1, 'beta2': 0.0001}",542.80(8.53),50.47(0.78),50.45(1.50),49.92(1.09),50.47(0.78),0.29(0.00)
"{'T': 16, 'gamma': 6.25, 'alpha': 0.01, 'beta0': 1, 'beta1': 1, 'beta2': 0.01}",542.40(10.95),50.51(1.00),50.88(0.85),50.94(0.93),50.51(1.00),0.29(0.00)
"{'T': 16, 'gamma': 6.25, 'alpha': 0.01, 'beta0': 1, 'beta1': 1, 'beta2': 1}",545.40(1.14),50.24(0.10),nan(nan),nan(nan),50.15(0.10),0.30(0.00)
"{'T': 16, 'gamma': 6.25, 'alpha': 1, 'beta0': 0.0001, 'beta1': 0.0001, 'beta2': 0.0001}",557.60(8.88),49.12(0.81),49.46(0.72),50.32(0.76),49.12(0.81),0.29(0.00)
"{'T': 16, 'gamma': 6.25, 'alpha': 1, 'beta0': 0.0001, 'beta1': 0.0001, 'beta2': 0.01}",545.20(15.66),50.26(1.43),50.27(1.25),50.95(1.37),50.25(1.43),0.29(0.00)
"{'T': 16, 'gamma': 6.25, 'alpha': 1, 'beta0': 0.0001, 'beta1': 0.0001, 'beta2': 1}",543.20(0.84),50.44(0.08),nan(nan),nan(nan),50.35(0.08),0.30(0.00)
"{'T': 16, 'gamma': 6.25, 'alpha': 1, 'beta0': 0.0001, 'beta1': 0.01, 'beta2': 0.0001}",564.60(18.12),48.49(1.65),48.28(2.10),49.38(2.03),48.49(1.66),0.29(0.00)
"{'T': 16, 'gamma': 6.25, 'alpha': 1, 'beta0': 0.0001, 'beta1': 0.01, 'beta2': 0.01}",538.20(10.13),50.89(0.92),51.77(1.69),52.12(2.19),50.89(0.93),0.29(0.00)
"{'T': 16, 'gamma': 6.25, 'alpha': 1, 'beta0': 0.0001, 'beta1': 0.01, 'beta2': 1}",545.20(1.64),50.26(0.15),nan(nan),nan(nan),50.17(0.15),0.29(0.00)
"{'T': 16, 'gamma': 6.25, 'alpha': 1, 'beta0': 0.0001, 'beta1': 1, 'beta2': 0.0001}",553.00(16.46),49.54(1.50),49.02(1.50),49.56(1.25),49.54(1.50),0.29(0.00)
"{'T': 16, 'gamma': 6.25, 'alpha': 1, 'beta0': 0.0001, 'beta1': 1, 'beta2': 0.01}",521.60(9.79),52.41(0.89),52.57(1.80),52.91(1.87),52.40(0.90),0.33(0.05)
"{'T': 16, 'gamma': 6.25, 'alpha': 1, 'beta0': 0.0001, 'beta1': 1, 'beta2': 1}",546.20(1.48),50.16(0.14),nan(nan),nan(nan),50.07(0.14),0.29(0.00)
"{'T': 16, 'gamma': 6.25, 'alpha': 1, 'beta0': 0.01, 'beta1': 0.0001, 'beta2': 0.0001}",542.40(28.95),50.51(2.64),52.97(6.35),52.37(4.01),50.49(2.61),0.29(0.00)
"{'T': 16, 'gamma': 6.25, 'alpha': 1, 'beta0': 0.01, 'beta1': 0.0001, 'beta2': 0.01}",521.20(16.84),52.45(1.54),53.91(3.17),52.29(2.15),52.43(1.54),0.29(0.00)
"{'T': 16, 'gamma': 6.25, 'alpha': 1, 'beta0': 0.01, 'beta1': 0.0001, 'beta2': 1}",544.20(1.64),50.35(0.15),nan(nan),nan(nan),50.26(0.15),0.29(0.00)
"{'T': 16, 'gamma': 6.25, 'alpha': 1, 'beta0': 0.01, 'beta1': 0.01, 'beta2': 0.0001}",559.00(12.02),49.00(1.10),49.25(0.80),50.12(0.50),48.99(1.10),0.29(0.00)
"{'T': 16, 'gamma': 6.25, 'alpha': 1, 'beta0': 0.01, 'beta1': 0.01, 'beta2': 0.01}",547.40(16.21),50.05(1.48),50.39(1.57),51.04(1.56),50.05(1.48),0.29(0.00)
"{'T': 16, 'gamma': 6.25, 'alpha': 1, 'beta0': 0.01, 'beta1': 0.01, 'beta2': 1}",545.00(1.22),50.27(0.11),nan(nan),nan(nan),50.18(0.11),0.29(0.00)
"{'T': 16, 'gamma': 6.25, 'alpha': 1, 'beta0': 0.01, 'beta1': 1, 'beta2': 0.0001}",563.60(15.24),48.58(1.39),48.62(1.79),49.89(2.02),48.58(1.39),0.29(0.00)
"{'T': 16, 'gamma': 6.25, 'alpha': 1, 'beta0': 0.01, 'beta1': 1, 'beta2': 0.01}",532.40(21.51),51.42(1.96),51.88(3.00),51.87(2.96),51.42(1.97),0.29(0.00)
"{'T': 16, 'gamma': 6.25, 'alpha': 1, 'beta0': 0.01, 'beta1': 1, 'beta2': 1}",546.20(1.92),50.16(0.18),nan(nan),nan(nan),50.07(0.18),0.29(0.00)
"{'T': 16, 'gamma': 6.25, 'alpha': 1, 'beta0': 1, 'beta1': 0.0001, 'beta2': 0.0001}",457.60(49.78),58.25(4.54),63.17(6.73),62.28(6.70),58.25(4.54),0.29(0.00)
"{'T': 16, 'gamma': 6.25, 'alpha': 1, 'beta0': 1, 'beta1': 0.0001, 'beta2': 0.01}",361.20(9.78),67.04(0.89),74.82(1.21),74.44(1.10),67.03(0.89),0.29(0.00)
"{'T': 16, 'gamma': 6.25, 'alpha': 1, 'beta0': 1, 'beta1': 0.0001, 'beta2': 1}",545.80(0.84),50.20(0.08),nan(nan),nan(nan),50.11(0.08),0.30(0.00)
"{'T': 16, 'gamma': 6.25, 'alpha': 1, 'beta0': 1, 'beta1': 0.01, 'beta2': 0.0001}",411.40(50.19),62.46(4.58),69.29(6.14),68.65(6.50),62.46(4.57),0.29(0.00)
"{'T': 16, 'gamma': 6.25, 'alpha': 1, 'beta0': 1, 'beta1': 0.01, 'beta2': 0.01}",375.00(8.03),65.78(0.73),73.41(1.18),73.26(0.97),65.78(0.73),0.29(0.00)
"{'T': 16, 'gamma': 6.25, 'alpha': 1, 'beta0': 1, 'beta1': 0.01, 'beta2': 1}",545.80(0.84),50.20(0.08),nan(nan),nan(nan),50.11(0.08),0.30(0.00)
"{'T': 16, 'gamma': 6.25, 'alpha': 1, 'beta0': 1, 'beta1': 1, 'beta2': 0.0001}",531.80(2.86),51.48(0.26),52.76(0.49),53.59(0.80),51.48(0.26),0.29(0.00)
"{'T': 16, 'gamma': 6.25, 'alpha': 1, 'beta0': 1, 'beta1': 1, 'beta2': 0.01}",529.00(5.20),51.73(0.47),52.72(0.36),53.64(0.60),51.73(0.47),0.29(0.00)
"{'T': 16, 'gamma': 6.25, 'alpha': 1, 'beta0': 1, 'beta1': 1, 'beta2': 1}",545.40(1.14),50.24(0.10),nan(nan),nan(nan),50.15(0.10),0.29(0.00)
